ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
2207,simple,PCAM22E,"超級跑車 - 黃色 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase10.jpg,,,,,,,,,0,,,,,,,,
2209,simple,PCAM22F,"超級跑車 - 灰色 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase8.jpg,,,,,,,,,0,,,,,,,,
2211,simple,PCAM86A,"大嶼山的士 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase13.jpg,,,,,,,,,0,,,,,,,,
2213,simple,PCAM86B,"新界的士 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase14.jpg,,,,,,,,,0,,,,,,,,
2215,simple,PCAM86C,"香港的士 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase15.jpg,,,,,,,,,0,,,,,,,,
2217,simple,PCAM87,"紐約的士 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,https://www.thecsdesign.com/wp-content/uploads/2021/01/automotivecase16.jpg,,,,,,,,,0,,,,,,,,
2220,simple,PCAM88B,香港懷舊經典巴士藍色手機殼PCAM88B,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-CMB-MCW-01.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-CMB-MCW-01-3D.jpg",,,,,,,,,0,,,,,,,,
2223,simple,PCAM88C,香港懷舊經典巴士紅色手機殼PCAM88C,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-KMB-AEC-01.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-KMB-AEC-01-3D.jpg",,,,,,,,,0,,,,,,,,
2226,simple,PCAM88D,香港懷舊經典巴士紅色手機殼PCAM88D,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 汽車巴士手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-KMB-MCW-01.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/88-HK-bus-KMB-MCW-01-3D.jpg",,,,,,,,,0,,,,,,,,
2230,simple,PCAM95A,"油畫圖案01 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint01.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint01-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint01-scene.jpg",,,,,,,,,0,,,,,,,,
2234,simple,PCAM95B,"油畫圖案02 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint02.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint02-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint02-scene.jpg",,,,,,,,,0,,,,,,,,
2238,simple,PCAM95C,"油畫圖案03 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint03.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint03-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint03-scene.jpg",,,,,,,,,0,,,,,,,,
2242,simple,PCAM95D,"油畫圖案04 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint04.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint04-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint04-scene.jpg",,,,,,,,,0,,,,,,,,
2246,simple,PCAM95E,"油畫圖案05 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint05.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint05-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint05-scene.jpg",,,,,,,,,0,,,,,,,,
2250,simple,PCAM95F,"油畫圖案06 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint06.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint06-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint06-scene.jpg",,,,,,,,,0,,,,,,,,
2254,simple,PCAM95G,"油畫圖案07 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint07.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint07-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint07-scene.jpg",,,,,,,,,0,,,,,,,,
2258,simple,PCAM95H,"油畫圖案08 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint08.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint08-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint08-scene.jpg",,,,,,,,,0,,,,,,,,
2262,simple,PCAM95I,"油畫圖案09 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint09.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint09-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint09-scene.jpg",,,,,,,,,0,,,,,,,,
2266,simple,PCAM95J,"油畫圖案10 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint10.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint10-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint10-scene.jpg",,,,,,,,,0,,,,,,,,
2270,simple,PCAM95K,"油畫圖案11 手機殼",1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint11.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint11-3D.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint11-scene.jpg",,,,,,,,,0,,,,,,,,
2273,simple,PCAM95L,油畫圖案手機殼PCAM95L,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint12.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint12-3D.jpg",,,,,,,,,0,,,,,,,,
2276,simple,PCAM95M,油畫圖案手機殼PCAM95M,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint13.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint13-3D.jpg",,,,,,,,,0,,,,,,,,
2279,simple,PCAM95N,油畫圖案手機殼PCAM95N,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint14-1.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint14-3D.jpg",,,,,,,,,0,,,,,,,,
2282,simple,PCAM95O,油畫圖案手機殼PCAM95O,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint15.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint15-3D.jpg",,,,,,,,,0,,,,,,,,
2285,simple,PCAM95P,油畫圖案手機殼PCAM95P,1,0,visible,精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。,"精心設計的插畫，配以高清數碼技術打印在手機殼上，形塑專屬於你的風格。 機殼保留充電及音量調節位。機殼一體成型的設計，不僅美觀亦提供全面保護。 我們採用環保TPU物料，對環境無毒無害。\n \n\n \n#訂購須知\n \n訂製產品適用以下手機型號，請於下單時註明。手機型號太多, 以上表格可能未能及時更新。 如未能找到所需的手機型號, 歡迎與我們聯絡查詢, 謝謝!!\n \n\n \n<img class=""alignnone wp-image-2011 size-full"" src=""https://www.thecsdesign.com/wp-content/uploads/2021/01/glossy_phonecase_model.png"" alt=""phone case model"" width=""869"" height=""802"" />",,,none,zero-rate,1,,,0,0,0.1,,,,1,,,188,"手機殼, 手機殼 > 油畫水彩手機殼",手機殼,,"https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint16.jpg, https://www.thecsdesign.com/wp-content/uploads/2021/01/oilpaint16-3D.jpg",,,,,,,,,0,,,,,,,,
